smiles,output_class,output_reg,compound_id,parent_chemblid,target_protein_id,target_chembl_id,uniprot_id,count,parent_pref_name,max_phase,first_approval,usan_year
COc1cccc(OC)c1-c1ccc(C[C@@H](Cn2oc(=O)[nH]c2=O)NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1,1.0,9.059966,d289401,CHEMBL373343,tp0013,CHEMBL249,P25103,1,,,,
Cc1cc(-c2c(O)nc3cc(Cl)c(C(=O)Nc4ccncn4)cc3c2OCC[C@@H]2CCCN2)cc(C)c1C,0.9043568,9.225049,d287582,CHEMBL362544,tp0430,CHEMBL1804,P30874,1,,,,
Cc1cc(-c2c(O)nc3cc(Cl)c(C(=O)Nc4ccncn4)cc3c2OCC[C@@H]2CCC[C@H](C(F)(F)F)N2C)cc(C)c1C,0.9897256,9.1918125,d287561,CHEMBL365366,tp0430,CHEMBL1804,P30874,1,,,,
Cc1cc(-c2c(O)nc3cc(Cl)c(C(=O)Nc4cnsn4)cc3c2OCCC2CC3CCN2CC3)cc(C)c1C,0.8245519,9.307917,d287614,CHEMBL185986,tp0430,CHEMBL1804,P30874,1,,,,
Cc1cc(-c2c(O)nc3cc(Cl)c(C(=O)Nc4cnsn4)cc3c2OCCC2COCCN2)cc(C)c1C,0.5721489,9.1519375,d287591,CHEMBL424991,tp0430,CHEMBL1804,P30874,1,,,,
Cc1cc(-c2c(O)nc3cc(Cl)c(C(=O)Nc4cnsn4)cc3c2OCC[C@@H]2CCCCN2)cc(C)c1C,0.7831718,9.412613,d287560,CHEMBL433594,tp0430,CHEMBL1804,P30874,1,,,,
Cc1cc(-c2c(O)nc3cc(Cl)c(C(=O)Nc4cnsn4)cc3c2OCC[C@@H]2CCN2)cc(C)c1C,0.77969885,9.496778,d287528,CHEMBL362371,tp0430,CHEMBL1804,P30874,1,,,,
Cc1cc(-c2c(O)nc3cc(Cl)c(C(=O)Nc4cnsn4)cc3c2OCC[C@H]2CC(=O)N2)cc(C)c1C,0.56111175,9.128997,d287688,CHEMBL441676,tp0430,CHEMBL1804,P30874,1,,,,
Cc1cc(-c2c(O)nc3cc(Cl)c(C(=O)Nc4cnsn4)cc3c2OCC[C@H]2CCC(=O)N2)cc(C)c1C,0.5985037,9.198822,d287664,CHEMBL364167,tp0430,CHEMBL1804,P30874,1,,,,
COc1cc(Cc2cnc(N)nc2N)cc(C#CCCC(=O)O)c1Br,0.99908316,9.024136,d290058,CHEMBL191071,tp0326,CHEMBL1809;CHEMBL2364669,P0ABQ4;P0ABQ4,1,,,,
C=CC(=O)N1CCN(c2nc(=O)n(-c3ccccc3C(C)C)c3cc(-c4c(C)ccc5[nH]ncc45)c(Cl)cc23)CC1,0.99696887,9.286138,d198513,CHEMBL4456801,tp0176,CHEMBL1628481,P35414,1,,,,
CC(=O)N(CCN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1,0.9993847,9.022352,d201485,CHEMBL4467513,tp0713,CHEMBL2063,Q16739,1,,,,
CC(=O)NCC[C@@H]1C[C@@H](c2ccc(F)c(F)c2)[C@H](NC(=O)c2cc(-c3c(Cl)cnn3C)c(Cl)o2)CN1,0.9979781,9.105758,d199541,CHEMBL4460525,tp0713,CHEMBL2063,Q16739,1,,,,
CC(=O)c1c[nH]c2ncnc(N3CCC[C@H]3c3nn4ccc(Cl)c4c(=O)n3-c3cccc(F)c3)c12,0.6929105,9.236189,d205713,CHEMBL4522342,tp0176,CHEMBL1628481,P35414,1,,,,
CC(=O)c1c[nH]c2ncnc(N3C[C@@H](F)C[C@H]3c3nn4ccc(Cl)c4c(=O)n3-c3ccccc3)c12,0.6571305,9.069095,d205347,CHEMBL4520300,tp0176,CHEMBL1628481,P35414,1,,,,
CC(C)CN(C[C@@H](O)[C@H](Cc1ccc(F)cc1)NC(=O)O[C@H]1C[C@H]2CO[C@H]3OC1C[C@@H]23)S(=O)(=O)c1ccc2nc(NC3CC3)sc2c1,0.9999672,9.644461,d199634,CHEMBL4460799,tp0003,CHEMBL243,Q72874,1,,,,
CC(C)C[C@H](NC(=O)[C@@H](CCCCNC(=O)O[C@@H]1[C@@H](CO)O[C@@H](n2ccc(N)nc2=O)C1(F)F)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,0.9963134,9.244497,d197844,CHEMBL4454362,tp0430,CHEMBL1804,P30874,1,,,,
CCCN(CCc1ccc(NC(=O)CCC(=O)NCCOCCOCC(=O)NCCCC[C@H](NC(C)=O)C(=O)NCCCC[C@H](NC(C)=O)C(=O)NCCCCCCNC(=O)c2nn(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)c2C)cc1)C1CCc2c(O)cccc2C1,0.9531391,9.069618,d200814,CHEMBL4465127,tp0713,CHEMBL2063,Q16739,1,,,,
CCC[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)[C@H](NC(=O)c2cc(-c3c(Cl)cnn3C)c(Cl)o2)CN1,0.99973315,9.216246,d201466,CHEMBL4467439,tp0713,CHEMBL2063,Q16739,1,,,,
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(Cl)c(O)c5)CC4)cc3)[nH]c2c1=O,0.86662596,9.0803995,d197860,CHEMBL4454417,tp0176,CHEMBL1628481,P35414,1,,,,
NC(=O)c1cccc(C[C@H]2C[C@H](Cc3ccccc3)N(C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)NC3c4ccccc4C[C@H]3O)C2=O)c1,1.0,9.388595,d287345,CHEMBL187307,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
CN(C)C(=O)CO[C@H]1/C=C/CCN(C)C(=O)C[C@](O)(C(=O)NS(=O)(=O)N(C)C)c2ccc3c(c2)N(C[C@@H]2CC[C@H]21)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,0.9973737,9.384534,d207739,CHEMBL4535151,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
CN1/C(=C/C=C/C2=[N+](CCCCCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCCCNC(=N)Nc3ccc4[nH]c5c(c4c3)C[C@@]3(O)[C@H]4Cc6ccc(O)c7c6[C@@]3(CCN4CC3CC3)[C@H]5O7)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)O)ccc21,0.8799664,9.084394,d204314,CHEMBL4514226,tp0430,CHEMBL1804,P30874,1,,,,
CN1CCN(C2CCN(C(=O)Nc3cc(Oc4ccc(CC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)c(F)c4)ccn3)CC2)CC1,0.9999927,9.068785,d204440,CHEMBL4514997,tp0238,CHEMBL264,Q9Y5N1,1,,,,
CNC(=O)c1ccc(NC(=O)[C@H](Cc2ccc(-c3cc4[nH]cc(C(=O)O)c(=O)c4cc3C)cc2)NC(=O)[C@H]2CC[C@H](CN)CC2)cc1Cl,0.9999998,9.035704,d203529,CHEMBL4475211,tp0430,CHEMBL1804,P30874,1,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2cc3c4c(c2)COc2cc(-c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)cc(c2-4)OC3)[nH]1)C(C)C,0.9302244,9.042525,d207404,CHEMBL4533239,tp0430,CHEMBL1804,P30874,1,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc3c(c2)COc2cc4c(ccc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c54)cc2-3)[nH]1)C(C)C,0.8517662,9.252776,d208037,CHEMBL4536960,tp0430,CHEMBL1804,P30874,1,,,,
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc3c(c2)OCCc2cc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)sc2-3)[nH]1)C(C)C,0.99965763,9.015182,d203029,CHEMBL4473368,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3c(n1)CCCC3)C2=O,0.62854254,9.012593,d201784,CHEMBL143365,tp0176,CHEMBL1628481,P35414,1,,,,
COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(C)oc(=O)c1Cl)C2=O,0.61754984,9.149057,d201384,CHEMBL344940,tp0176,CHEMBL1628481,P35414,1,,,,
COc1cc(N2CCN(C)CC2)ccc1C(=O)Nc1n[nH]c2nc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc12,0.80617905,9.038553,d206394,CHEMBL4527389,tp0430,CHEMBL1804,P30874,1,,,,
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(O)c(Cl)c5)CC4)cc3)[nH]c2c1=O,0.90182036,9.012878,d208294,CHEMBL4538468,tp0176,CHEMBL1628481,P35414,1,,,,
Nc1ccc(CC2C[C@H](Cc3ccccc3)N(C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)NC3c4ccccc4C[C@H]3O)C2=O)cc1,1.0,9.032929,d287342,CHEMBL184445,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
Nc1cccc(CC2C[C@H](Cc3ccccc3)N(C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)NC3c4ccccc4C[C@H]3O)C2=O)c1,1.0,9.362162,d287363,CHEMBL365480,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(C[C@@H](Cc1ccc(O)cc1)C(=O)NC1c2ccccc2C[C@H]1O)CN1C(=O)[C@@H](Cc2ccccc2)C[C@@H]1Cc1ccccc1,1.0,9.309571,d285241,CHEMBL361110,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(C[C@@H](Cc1ccc(OCC(=O)N2CCOCC2)cc1)C(=O)NC1c2ccccc2C[C@H]1O)CN1C(=O)[C@@H](Cc2ccccc2)C[C@@H]1Cc1ccccc1,1.0,9.2297945,d285212,CHEMBL362856,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(C[C@@H](Cc1ccc(OCCN2CCOCC2)cc1)C(=O)NC1c2ccccc2C[C@H]1O)CN1C(=O)[C@@H](Cc2ccccc2)C[C@@H]1Cc1ccccc1,1.0,9.333575,d285198,CHEMBL185338,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(C[C@@H](Cc1ccc(OCCO)cc1)C(=O)NC1c2ccccc2C[C@H]1O)CN1C(=O)[C@@H](Cc2ccccc2)C[C@@H]1Cc1ccccc1,1.0,9.535785,d285210,CHEMBL369733,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(C[C@@H](Cc1ccc(OCCOC(=O)C2CCOCC2)cc1)C(=O)NC1c2ccccc2C[C@H]1O)CN1C(=O)[C@@H](Cc2ccccc2)C[C@@H]1Cc1ccccc1,1.0,9.409891,d285216,CHEMBL362491,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(C[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)NC1c2ccccc2C[C@H]1O)CN1C(=O)[C@@H](Cc2ccccc2)C[C@@H]1Cc1ccccc1,1.0,9.299721,d285239,CHEMBL361109,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(C[C@@H](Cc1ccc(OCc2ccccn2)cc1)C(=O)NC1c2ccccc2C[C@H]1O)CN1C(=O)[C@@H](Cc2ccccc2)C[C@@H]1Cc1ccccc1,1.0,9.365942,d285214,CHEMBL360895,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O)CN1C(=O)[C@@H](Cc2ccccc2)C[C@@H]1Cc1ccc(O)cc1,1.0,9.280574,d285197,CHEMBL365219,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ncnc3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,0.85632837,9.278325,d206484,CHEMBL4527861,tp0176,CHEMBL1628481,P35414,1,,,,
O=C(C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O)CN1C(=O)[C@@H](Cc2ccccc2)C[C@@H]1Cc1ccc(OCCN2CCOCC2)cc1,1.0,9.321692,d285203,CHEMBL362274,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O)CN1C(=O)[C@@H](Cc2ccccc2)C[C@@H]1Cc1ccc(OCCO)cc1,1.0,9.506593,d285211,CHEMBL360440,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O)CN1C(=O)[C@@H](Cc2ccccc2)C[C@@H]1Cc1ccc(OCc2ccccc2)cc1,1.0,9.289993,d285240,CHEMBL183175,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O)CN1C(=O)[C@@H](Cc2ccccc2)C[C@@H]1Cc1ccccc1,1.0,9.062568,d285238,CHEMBL360398,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(NC1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1C(=O)C(Cc2cccc(O)c2)C[C@@H]1Cc1ccccc1,1.0,9.321529,d287343,CHEMBL361045,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(NC1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1C(=O)N(Cc2cccc(F)c2)CC1Cc1ccccc1,1.0,9.011492,d287573,CHEMBL186347,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(NCCN1CCOCC1)c1cccc(C[C@H]2C[C@H](Cc3ccccc3)N(C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)NC3c4ccccc4C[C@H]3O)C2=O)c1,1.0,9.394541,d287349,CHEMBL183082,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(NCCOCCO)c1cccc(C[C@H]2C[C@H](Cc3ccccc3)N(C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)NC3c4ccccc4C[C@H]3O)C2=O)c1,1.0,9.726599,d287348,CHEMBL183577,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(Nc1ccccc1)Nc1ccc(C[C@@H](CO)NC[C@H](O)COc2cccc3[nH]c4ccccc4c23)cc1,1.0,9.291177,d285145,CHEMBL183080,tp0207,CHEMBL210,P07550,1,,,,
C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,0.97903764,9.019842,d207840,CHEMBL4535757,tp0176,CHEMBL1628481,P35414,1,SOTORASIB,4.0,2021.0,2021.0
C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)cnn3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,0.9953041,9.121706,d204638,CHEMBL4516179,tp0176,CHEMBL1628481,P35414,1,,,,
O=C(C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O)CN1C(=O)[C@@H](Cc2ccccc2)C[C@@H]1Cc1ccc(OCC(=O)N2CCOCC2)cc1,1.0,9.210501,d285213,CHEMBL362602,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
O=C(Nc1c[nH]c2ncc(-c3c(F)cccc3F)cc12)c1cnn2ccc(NC[C@H]3CCNC[C@@H]3F)nc12,0.7416484,9.224535,d075259,CHEMBL2387465,tp0430,CHEMBL1804,P30874,1,,,,
O=C(Nc1c[nH]c2ncc(-c3c(F)cccc3F)cc12)c1cnn2ccc(OCC3CCNCC3)nc12,0.7508327,9.214418,d075269,CHEMBL2387475,tp0430,CHEMBL1804,P30874,1,,,,
O=C(Nc1c[nH]c2ncc(-c3ccccc3F)cc12)c1cnn2ccc(NCC3CCNCC3)nc12,0.75048745,9.397665,d075257,CHEMBL2387463,tp0430,CHEMBL1804,P30874,1,,,,
O=C(Nc1c[nH]c2ncc(-c3ccccc3F)cc12)c1cnn2ccc(NC[C@H]3CCNC[C@@H]3F)nc12,0.77236855,9.253173,d075258,CHEMBL2387464,tp0430,CHEMBL1804,P30874,1,,,,
C#CCOc1ccc(C(=O)c2ccc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)C[C@@H](Cc3ccccc3)C(=O)N[C@@H](C)C(=O)N[C@@H]3N=C(C4CCCCC4)c4ccccc4NC3=O)cc2)cc1,0.9715123,9.125179,d091013,CHEMBL3134497,tp0430,CHEMBL1804,P30874,1,,,,
CC(=O)N[C@H](CS(=O)(=O)c1ccc2ccccc2c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCS[C@H]2C[C@H]1C(=O)NC(C)(C)C,1.0,9.157621,d087523,CHEMBL316694,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
CC(=O)N[C@H](CS(=O)(=O)c1cccc2cccnc12)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCS[C@H]2C[C@H]1C(=O)NC(C)(C)C,1.0,9.183018,d087518,CHEMBL99357,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
CC(C(=O)OC1CC[N+](C)(C)CC1)(c1ccccc1)C1CCCC1,1.0,9.051582,d084545,CHEMBL3087959,tp0153,CHEMBL2094109;CHEMBL2035,P08912;P08912,1,,,,
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2SCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CS(=O)(=O)c1ccc(F)cc1)NS(C)(=O)=O,1.0,9.1492,d086027,CHEMBL98954,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2SCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CS(=O)(=O)c1cccc2cccnc12)NC(=O)C(F)(F)F,1.0,9.231645,d087507,CHEMBL95228,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
CCc1c(C(=O)N2CCc3cc4ccnc(N5CCN6CCC[C@@H]6C5)c4cc32)cnn1-c1ccc(C#N)cc1,0.99838096,9.042688,d295055,CHEMBL197947,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,,,,
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)C1OC2(c3ccc(O)cc3OC3C=C(O)C=CC32)c2ccc(NC(=N)S)cc21)C1CCNCC1)C1CCC(C(=N)N)CC1)C(C)(C)C)C(=O)O,0.9996357,9.613028,d092169,CHEMBL3142915,tp0430,CHEMBL1804,P30874,1,,,,
CC(C)N1CCC(CNC[C@H](O)COc2cccc3[nH]c4ccccc4c23)CC1,1.0,9.175786,d093061,CHEMBL101594,tp0207,CHEMBL210,P07550,1,,,,
CC(N)Cc1c2c(c(Br)c3c1OCC3)OCC2,0.92497844,9.115198,d093027,CHEMBL101008,tp0530,CHEMBL1946;CHEMBL2094268,P49286;P49286,1,,,,
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,0.9999937,9.128748,d091053,CHEMBL3137309,tp0633,CHEMBL3798;CHEMBL2107838,Q16602;Q16602,1,VENETOCLAX,4.0,2016.0,2013.0
CCOc1ccc(CCC[C@H]2C(=O)N[C@H](C(=O)NC)Cc3ccc(cc3)OCCCC[C@@H]2C(=O)NO)cc1,0.99986666,9.101167,d085743,CHEMBL98770,tp0409,CHEMBL4393,P39900,1,,,,
CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)COP(=O)(O)O)C(C)C)C(=O)NCc1ccccn1,0.9215255,9.018469,d092365,CHEMBL3143484,tp0485,CHEMBL4429,P29371,1,,,,
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CC1(SCCC(N)=O)CCCCC1)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CS)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN)C(=O)N[C@@H](Cc1ccc(N=[N+]=[N-])c(I)c1)C(N)=O)[C@@H](C)O,0.99946135,9.189533,d092128,CHEMBL3142789,tp0430,CHEMBL1804,P30874,1,,,,
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)CC1(SCCC(N)=O)CCCCC1)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CS)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN)C(=O)N[C@@H](Cc1ccc(N=[N+]=[N-])c(I)c1)C(N)=O)[C@@H](C)O,0.9997962,9.364497,d092129,CHEMBL3142790,tp0430,CHEMBL1804,P30874,1,,,,
CN1[C@@H]2CCC[C@H]1C[C@@H](NC(=O)c1nn(C)c3c(OCCOCCOCCNC(=S)Nc4ccc(-c5c6ccc(=O)cc-6oc6cc(O)ccc56)c(C(=O)O)c4)cccc13)C2,0.9993762,9.335949,d083238,CHEMBL3084444,tp0430,CHEMBL1804,P30874,1,,,,
CN1[C@@H]2CCC[C@H]1C[C@H](NC(=O)c1nn(CCCCNC(=S)Nc3ccc(-c4c5ccc(=O)cc-5oc5cc(O)ccc45)c(C(=O)O)c3)c3ccccc13)C2,0.9999874,9.15184,d083228,CHEMBL3084434,tp0430,CHEMBL1804,P30874,1,,,,
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2SCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CS(=O)(=O)c1cccc2cccnc12)NS(C)(=O)=O,1.0,9.380626,d087500,CHEMBL263423,tp0368,CHEMBL2366517,Q9YQ12,1,,,,
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5Cl)c5cc(F)ccc5c4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,0.9994003,9.203502,d074382,CHEMBL2385183,tp0430,CHEMBL1804,P30874,1,,,,
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5Cl)c5cc(F)ccc5c4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,0.99996054,9.138591,d074380,CHEMBL2385181,tp0430,CHEMBL1804,P30874,1,,,,
COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5Cl)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,0.99998176,9.1143,d074400,CHEMBL2385201,tp0430,CHEMBL1804,P30874,1,,,,
COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@@H](OCC(N)=O)CC3)c2=O)cn1,0.7988734,9.079069,d072987,CHEMBL2375964,tp0176,CHEMBL1628481,P35414,1,,,,
COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCC(=O)O)CC3)c2=O)cn1,0.8212736,9.179486,d073012,CHEMBL2376096,tp0176,CHEMBL1628481,P35414,1,,,,
COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCC(N)=O)CC3)c2=O)cn1,0.7988734,9.07907,d072981,CHEMBL2375958,tp0176,CHEMBL1628481,P35414,1,,,,
COc1ccc(S(=O)(=O)N(CCn2cc(CCCF)nn2)[C@@H](C(=O)NO)C(C)C)cc1,0.99991304,9.1822,d080164,CHEMBL2425947,tp0409,CHEMBL4393,P39900,1,,,,
COc1ccc(S(=O)(=O)N(CCn2cc(COCCOCCOCCOCCOCCF)nn2)[C@@H](C(=O)NO)C(C)C)cc1,0.9999448,9.067927,d080165,CHEMBL2425948,tp0409,CHEMBL4393,P39900,1,,,,
COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@@H](OCC(N)=O)CC3)c2=O)cc1F,0.55768603,9.512241,d072986,CHEMBL2375963,tp0176,CHEMBL1628481,P35414,1,,,,
COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCC(N)=O)CC3)c2=O)cc1F,0.5576868,9.512241,d072980,CHEMBL2375957,tp0176,CHEMBL1628481,P35414,1,,,,
O=C(Nc1c[nH]c2ncc(-c3c(F)cccc3F)cc12)c1cnn2ccc(NCC3CCNCC3)nc12,0.63195294,9.363223,d075265,CHEMBL2387471,tp0430,CHEMBL1804,P30874,1,,,,
CSC[C@H](NC(=O)COc1cccc2cnccc12)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)C1C(=O)N[C@H]1c2ccccc2C[C@H]1O,1.0,9.209986,d080959,CHEMBL2434995,tp0003,CHEMBL243,Q72874,1,,,,
Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C5CN(CCO)C5)c4)cc2OCC3)n(C(C)C)n1,0.9841593,9.045476,d075001,CHEMBL2386970,tp0188,CHEMBL1827,O76074,1,,,,
Cc1nc(N)nc2c1cc(-c1cnc3ccccc3c1)c(=O)n2[C@H]1CC[C@@H](OCC(N)=O)CC1,0.8024111,9.051673,d072982,CHEMBL2375959,tp0176,CHEMBL1628481,P35414,1,,,,
Cc1nc(N)nc2c1cc(-c1cnc3ccccc3c1)c(=O)n2[C@H]1CC[C@H](OCC(N)=O)CC1,0.8024111,9.051672,d072976,CHEMBL2375953,tp0176,CHEMBL1628481,P35414,1,,,,
O=C(NCc1ccc(F)cc1)c1cn2c(c(O)c1=O)C(=O)N1CCCO[C@H]1C2,0.99999696,9.016785,d077181,CHEMBL2403116,tp0186,CHEMBL5697,Q9GZT9,1,,,,
O=C(NO)C1CN(C(=O)c2ccccc2)c2ccccc2CN1S(=O)(=O)c1ccc(Oc2ccc(Cl)cc2)cc1,1.0,9.00522,d081168,CHEMBL330588,tp0137,CHEMBL333,P08253,1,,,,
O=C(NO)[C@H]1CCCN1S(=O)(=O)CCc1ccc(Oc2ccccc2)cc1,1.0,9.139235,d074526,CHEMBL2385485,tp0137,CHEMBL333,P08253,1,,,,
O=C(Nc1c[nH]c2ccc(-c3c(F)cccc3F)cc12)c1cnn2ccc(NCC3CCNCC3)nc12,0.752694,9.352501,d075266,CHEMBL2387472,tp0430,CHEMBL1804,P30874,1,,,,
O=C(Nc1c[nH]c2ccc(-c3c(F)cccc3F)nc12)c1cnn2ccc(NCC3CCNCC3)nc12,0.54805493,9.008516,d075267,CHEMBL2387473,tp0430,CHEMBL1804,P30874,1,,,,
O=C(Nc1c[nH]c2ncc(-c3c(F)cccc3F)cc12)c1cnn2ccc(CCC3CCNCC3)nc12,0.9772501,9.564775,d075268,CHEMBL2387474,tp0430,CHEMBL1804,P30874,1,,,,
